TS	Time	Phase	Temps
2012-04-26 12:25:45.286	1545.02	-78.93	310.23
2012-04-26 12:25:45.476	1545.21	-79.772	310.23
2012-04-26 12:25:45.676	1545.41	-79.355	310.23
2012-04-26 12:25:45.886	1545.62	-79.798	310.23
2012-04-26 12:25:46.086	1545.82	-79.641	310.23
2012-04-26 12:25:46.286	1546.02	-79.482	310.23
2012-04-26 12:25:46.486	1546.22	-79.848	310.23
2012-04-26 12:25:46.696	1546.43	-80.723	310.23
2012-04-26 12:25:46.886	1546.62	-79.788	310.23
2012-04-26 12:25:47.086	1546.82	-79.491	310.23
2012-04-26 12:25:47.286	1547.02	-79.644	310.23
2012-04-26 12:25:47.486	1547.22	-79.31	310.23
2012-04-26 12:25:47.696	1547.43	-80.145	310.23
2012-04-26 12:25:47.896	1547.63	-80.451	310.23
2012-04-26 12:25:48.096	1547.83	-79.897	310.23
2012-04-26 12:25:48.286	1548.02	-80.964	310.23
2012-04-26 12:25:48.486	1548.22	-80.281	310.23
2012-04-26 12:25:48.696	1548.43	-80.422	310.23
2012-04-26 12:25:48.896	1548.63	-79.956	310.23
2012-04-26 12:25:49.096	1548.83	-81.342	310.23
2012-04-26 12:25:49.306	1549.04	-80.313	310.22
2012-04-26 12:25:49.486	1549.22	-79.689	310.22
2012-04-26 12:25:49.696	1549.43	-79.283	310.22
2012-04-26 12:25:49.896	1549.63	-79.627	310.22
2012-04-26 12:25:50.096	1549.83	-79.627	310.23
2012-04-26 12:25:50.306	1550.04	-79.636	310.23
2012-04-26 12:25:50.506	1550.24	-79.703	310.23
2012-04-26 12:25:50.706	1550.44	-81.063	310.23
2012-04-26 12:25:50.896	1550.63	-79.862	310.23
2012-04-26 12:25:51.096	1550.83	-79.94	310.23
2012-04-26 12:25:51.306	1551.04	-80.064	310.23
2012-04-26 12:25:51.506	1551.24	-80.097	310.23
2012-04-26 12:25:51.706	1551.44	-80.316	310.23
2012-04-26 12:25:51.916	1551.65	-80.113	310.23
2012-04-26 12:25:52.116	1551.85	-79.634	310.23
2012-04-26 12:25:52.306	1552.04	-79.591	310.23
2012-04-26 12:25:52.506	1552.24	-79.918	310.24
2012-04-26 12:25:52.706	1552.44	-79.735	310.24
2012-04-26 12:25:52.916	1552.65	-79.769	310.24
2012-04-26 12:25:53.116	1552.85	-79.955	310.24
2012-04-26 12:25:53.316	1553.05	-79.91	310.24
2012-04-26 12:25:53.526	1553.26	-79.728	310.23
2012-04-26 12:25:53.706	1553.44	-79.642	310.23
2012-04-26 12:25:53.916	1553.65	-79.575	310.22
2012-04-26 12:25:54.116	1553.85	-79.546	310.22
2012-04-26 12:25:54.316	1554.05	-79.821	310.22
2012-04-26 12:25:54.526	1554.26	-79.536	310.22
2012-04-26 12:25:54.726	1554.46	-79.696	310.23
2012-04-26 12:25:54.926	1554.66	-79.297	310.23
2012-04-26 12:25:55.116	1554.85	-79.808	310.23
2012-04-26 12:25:55.316	1555.05	-80.051	310.24
2012-04-26 12:25:55.526	1555.26	-79.962	310.24
2012-04-26 12:25:55.726	1555.46	-81.471	310.24
2012-04-26 12:25:55.926	1555.66	-79.885	310.24
2012-04-26 12:25:56.126	1555.86	-79.652	310.24
2012-04-26 12:25:56.316	1556.05	-79.764	310.24
2012-04-26 12:25:56.526	1556.26	-78.997	310.23
2012-04-26 12:25:56.726	1556.46	-80.096	310.23
2012-04-26 12:25:56.926	1556.66	-80.214	310.22
2012-04-26 12:25:57.126	1556.86	-80.423	310.22
2012-04-26 12:25:57.336	1557.07	-79.338	310.22
2012-04-26 12:25:57.536	1557.27	-79.256	310.22
2012-04-26 12:25:57.726	1557.46	-79.645	310.22
2012-04-26 12:25:57.926	1557.66	-79.347	310.22
2012-04-26 12:25:58.126	1557.86	-79.395	310.22
2012-04-26 12:25:58.336	1558.07	-80.521	310.22
2012-04-26 12:25:58.536	1558.27	-80.705	310.22
2012-04-26 12:25:58.736	1558.47	-79.335	310.22
2012-04-26 12:25:58.946	1558.68	-79.371	310.22
2012-04-26 12:25:59.126	1558.86	-80.006	310.22
2012-04-26 12:25:59.336	1559.07	-79.58	310.22
2012-04-26 12:25:59.536	1559.27	-79.138	310.23
2012-04-26 12:25:59.736	1559.47	-79.836	310.23
2012-04-26 12:25:59.946	1559.68	-80.39	310.23
2012-04-26 12:26:00.146	1559.88	-80.406	310.23
2012-04-26 12:26:00.346	1560.08	-79.881	310.23
2012-04-26 12:26:00.536	1560.27	-79.694	310.23
2012-04-26 12:26:00.736	1560.47	-80.723	310.23
2012-04-26 12:26:00.946	1560.68	-79.491	310.23
2012-04-26 12:26:01.146	1560.88	-79.772	310.24
2012-04-26 12:26:01.346	1561.08	-80.218	310.24
2012-04-26 12:26:01.556	1561.29	-78.712	310.23
2012-04-26 12:26:01.736	1561.47	-80.363	310.23
2012-04-26 12:26:01.946	1561.68	-79.615	310.22
2012-04-26 12:26:02.146	1561.88	-79.955	310.22
2012-04-26 12:26:02.346	1562.08	-79.244	310.22
2012-04-26 12:26:02.556	1562.29	-79.914	310.22
2012-04-26 12:26:02.756	1562.49	-79.406	310.22
2012-04-26 12:26:02.956	1562.69	-79.979	310.23
2012-04-26 12:26:03.146	1562.88	-79.934	310.23
2012-04-26 12:26:03.346	1563.08	-81.269	310.23
2012-04-26 12:26:03.556	1563.29	-80.086	310.23
2012-04-26 12:26:03.756	1563.49	-79.229	310.23
2012-04-26 12:26:03.956	1563.69	-79.289	310.23
2012-04-26 12:26:04.166	1563.9	-80.178	310.23
2012-04-26 12:26:04.366	1564.1	-79.76	310.23
2012-04-26 12:26:04.556	1564.29	-79.729	310.22
2012-04-26 12:26:04.756	1564.49	-79.211	310.22
2012-04-26 12:26:04.956	1564.69	-80.206	310.23
2012-04-26 12:26:05.166	1564.9	-79.776	310.23
2012-04-26 12:26:05.366	1565.1	-79.658	310.23
2012-04-26 12:26:05.566	1565.3	-79.317	310.23
2012-04-26 12:26:05.776	1565.51	-81.233	310.23
2012-04-26 12:26:05.956	1565.69	-80.224	310.23
2012-04-26 12:26:06.166	1565.9	-79.849	310.23
2012-04-26 12:26:06.366	1566.1	-80.131	310.23
2012-04-26 12:26:06.566	1566.3	-79.357	310.23
2012-04-26 12:26:06.776	1566.51	-79.956	310.23
2012-04-26 12:26:06.976	1566.71	-79.903	310.23
2012-04-26 12:26:07.176	1566.91	-79.756	310.24
2012-04-26 12:26:07.366	1567.1	-80.335	310.24
2012-04-26 12:26:07.566	1567.3	-80.206	310.23
2012-04-26 12:26:07.776	1567.51	-79.529	310.23
2012-04-26 12:26:07.976	1567.71	-79.861	310.22
2012-04-26 12:26:08.176	1567.91	-80.27	310.22
2012-04-26 12:26:08.376	1568.11	-80.133	310.22
2012-04-26 12:26:08.566	1568.3	-80.404	310.22
2012-04-26 12:26:08.776	1568.51	-79.59	310.22
2012-04-26 12:26:08.976	1568.71	-79.62	310.22
2012-04-26 12:26:09.176	1568.91	-79.993	310.23
2012-04-26 12:26:09.376	1569.11	-79.649	310.23
2012-04-26 12:26:09.586	1569.32	-79.872	310.23
2012-04-26 12:26:09.776	1569.51	-79.611	310.23
2012-04-26 12:26:09.976	1569.71	-79.592	310.23
2012-04-26 12:26:10.176	1569.91	-80.112	310.23
2012-04-26 12:26:10.376	1570.11	-80.466	310.23
2012-04-26 12:26:10.586	1570.32	-79.852	310.23
2012-04-26 12:26:10.786	1570.52	-80.868	310.23
2012-04-26 12:26:10.986	1570.72	-80.24	310.23
2012-04-26 12:26:11.176	1570.91	-79.93	310.23
2012-04-26 12:26:11.376	1571.11	-79.915	310.24
2012-04-26 12:26:11.586	1571.32	-78.803	310.24
2012-04-26 12:26:11.786	1571.52	-79.393	310.24
2012-04-26 12:26:11.986	1571.72	-79.876	310.24
2012-04-26 12:26:12.196	1571.93	-79.804	310.23
2012-04-26 12:26:12.396	1572.13	-81.241	310.23
2012-04-26 12:26:12.586	1572.32	-79.739	310.23
2012-04-26 12:26:12.786	1572.52	-79.794	310.23
2012-04-26 12:26:12.986	1572.72	-79.99	310.22
2012-04-26 12:26:13.196	1572.93	-79.504	310.22
2012-04-26 12:26:13.396	1573.13	-80.104	310.22
2012-04-26 12:26:13.596	1573.33	-79.896	310.22
2012-04-26 12:26:13.806	1573.54	-80.204	310.22
2012-04-26 12:26:14.006	1573.74	-79.601	310.22
2012-04-26 12:26:14.196	1573.93	-79.31	310.22
2012-04-26 12:26:14.396	1574.13	-79.329	310.23
2012-04-26 12:26:14.596	1574.33	-79.101	310.23
2012-04-26 12:26:14.806	1574.54	-79.316	310.23
2012-04-26 12:26:15.006	1574.74	-79.506	310.23
2012-04-26 12:26:15.206	1574.94	-79.989	310.23
2012-04-26 12:26:15.396	1575.13	-79.455	310.23
2012-04-26 12:26:15.596	1575.33	-78.91	310.22
2012-04-26 12:26:15.806	1575.54	-79.642	310.22
2012-04-26 12:26:16.006	1575.74	-79.625	310.23
2012-04-26 12:26:16.206	1575.94	-79.025	310.23
2012-04-26 12:26:16.416	1576.15	-79.714	310.23
2012-04-26 12:26:16.616	1576.35	-79.868	310.23
2012-04-26 12:26:16.806	1576.54	-80.655	310.23
2012-04-26 12:26:17.006	1576.74	-79.745	310.23
2012-04-26 12:26:17.206	1576.94	-79.932	310.23
2012-04-26 12:26:17.416	1577.15	-80.613	310.22
2012-04-26 12:26:17.616	1577.35	-79.513	310.22
2012-04-26 12:26:17.816	1577.55	-79.724	310.22
2012-04-26 12:26:18.026	1577.76	-79.457	310.22
2012-04-26 12:26:18.206	1577.94	-80.259	310.22
2012-04-26 12:26:18.416	1578.15	-79.864	310.22
2012-04-26 12:26:18.616	1578.35	-79.318	310.23
2012-04-26 12:26:18.816	1578.55	-79.37	310.23
2012-04-26 12:26:19.026	1578.76	-77.901	310.23
2012-04-26 12:26:19.226	1578.96	-79.502	310.23
2012-04-26 12:26:19.426	1579.16	-79.076	310.22
2012-04-26 12:26:19.616	1579.35	-80.16	310.22
2012-04-26 12:26:19.816	1579.55	-79.662	310.22
2012-04-26 12:26:20.026	1579.76	-79.776	310.22
2012-04-26 12:26:20.226	1579.96	-79.541	310.23
2012-04-26 12:26:20.426	1580.16	-79.302	310.23
2012-04-26 12:26:20.626	1580.36	-79.631	310.23
2012-04-26 12:26:20.816	1580.55	-80.587	310.23
2012-04-26 12:26:21.026	1580.76	-80.46	310.23
2012-04-26 12:26:21.226	1580.96	-80.004	310.23
2012-04-26 12:26:21.426	1581.16	-79.872	310.23
2012-04-26 12:26:21.626	1581.36	-79.469	310.23
2012-04-26 12:26:21.836	1581.57	-80.238	310.23
2012-04-26 12:26:22.036	1581.77	-80.218	310.24
2012-04-26 12:26:22.226	1581.96	-79.731	310.24
2012-04-26 12:26:22.426	1582.16	-81.591	310.24
2012-04-26 12:26:22.626	1582.36	-80.286	310.24
2012-04-26 12:26:22.836	1582.57	-80.257	310.24
2012-04-26 12:26:23.036	1582.77	-80.618	310.23
2012-04-26 12:26:23.236	1582.97	-80.272	310.23
2012-04-26 12:26:23.446	1583.18	-80.503	310.23
2012-04-26 12:26:23.626	1583.36	-80.408	310.23
2012-04-26 12:26:23.836	1583.57	-80.767	310.23
2012-04-26 12:26:24.036	1583.77	-79.096	310.23
2012-04-26 12:26:24.236	1583.97	-80.414	310.23
2012-04-26 12:26:24.446	1584.18	-79.822	310.23
2012-04-26 12:26:24.646	1584.38	-80.33	310.22
2012-04-26 12:26:24.846	1584.58	-80.44	310.22
2012-04-26 12:26:25.036	1584.77	-80.193	310.22
2012-04-26 12:26:25.236	1584.97	-80.529	310.22
2012-04-26 12:26:25.446	1585.18	-80.122	310.22
2012-04-26 12:26:25.646	1585.38	-80.14	310.22
2012-04-26 12:26:25.846	1585.58	-81.087	310.22
2012-04-26 12:26:26.056	1585.79	-80.453	310.22
2012-04-26 12:26:26.256	1585.99	-80.365	310.22
2012-04-26 12:26:26.446	1586.18	-80.197	310.22
2012-04-26 12:26:26.646	1586.38	-79.252	310.22
2012-04-26 12:26:26.846	1586.58	-79.728	310.22
2012-04-26 12:26:27.056	1586.79	-79.886	310.22
2012-04-26 12:26:27.256	1586.99	-79.64	310.22
2012-04-26 12:26:27.456	1587.19	-80.79	310.22
2012-04-26 12:26:27.646	1587.38	-80.41	310.22
2012-04-26 12:26:27.846	1587.58	-80.01	310.22
2012-04-26 12:26:28.056	1587.79	-79.826	310.22
2012-04-26 12:26:28.256	1587.99	-80.281	310.22
2012-04-26 12:26:28.456	1588.19	-80.71	310.22
2012-04-26 12:26:28.666	1588.4	-79.597	310.22
2012-04-26 12:26:28.866	1588.6	-80.48	310.22
2012-04-26 12:26:29.056	1588.79	-80.092	310.22
2012-04-26 12:26:29.256	1588.99	-79.862	310.22
2012-04-26 12:26:29.456	1589.19	-79.784	310.22
2012-04-26 12:26:29.666	1589.4	-79.806	310.22
2012-04-26 12:26:29.866	1589.6	-80.7	310.22
2012-04-26 12:26:30.066	1589.8	-80.562	310.22
2012-04-26 12:26:30.276	1590.01	-80.202	310.22
2012-04-26 12:26:30.456	1590.19	-80.059	310.22
2012-04-26 12:26:30.666	1590.4	-79.689	310.22
2012-04-26 12:26:30.866	1590.6	-80.195	310.22
2012-04-26 12:26:31.066	1590.8	-79.438	310.22
2012-04-26 12:26:31.276	1591.01	-79.341	310.22
2012-04-26 12:26:31.476	1591.21	-79.025	310.22
2012-04-26 12:26:31.676	1591.41	-79.669	310.22
2012-04-26 12:26:31.866	1591.6	-80.264	310.23
2012-04-26 12:26:32.066	1591.8	-80.037	310.23
2012-04-26 12:26:32.276	1592.01	-79.825	310.23
2012-04-26 12:26:32.476	1592.21	-80.37	310.23
2012-04-26 12:26:32.676	1592.41	-79.837	310.22
2012-04-26 12:26:32.876	1592.61	-79.401	310.22
2012-04-26 12:26:33.066	1592.8	-80.001	310.22
2012-04-26 12:26:33.276	1593.01	-79.58	310.22
2012-04-26 12:26:33.476	1593.21	-80.318	310.22
2012-04-26 12:26:33.676	1593.41	-80.415	310.22
2012-04-26 12:26:33.876	1593.61	-80.522	310.22
2012-04-26 12:26:34.086	1593.82	-79.499	310.22
2012-04-26 12:26:34.286	1594.02	-79.956	310.22
2012-04-26 12:26:34.476	1594.21	-79.815	310.22
2012-04-26 12:26:34.676	1594.41	-80.384	310.22
2012-04-26 12:26:34.876	1594.61	-80.955	310.22
2012-04-26 12:26:35.086	1594.82	-79.678	310.22
2012-04-26 12:26:35.286	1595.02	-79.955	310.22
2012-04-26 12:26:35.486	1595.22	-79.804	310.22
2012-04-26 12:26:35.696	1595.43	-79.913	310.22
2012-04-26 12:26:35.876	1595.61	-79.631	310.22
2012-04-26 12:26:36.086	1595.82	-79.597	310.22
2012-04-26 12:26:36.286	1596.02	-80.055	310.22
2012-04-26 12:26:36.486	1596.22	-79.158	310.22
2012-04-26 12:26:36.696	1596.43	-79.459	310.22
2012-04-26 12:26:36.896	1596.63	-79.422	310.22
2012-04-26 12:26:37.096	1596.83	-79.009	310.22
2012-04-26 12:26:37.286	1597.02	-78.817	310.22
2012-04-26 12:26:37.486	1597.22	-80.404	310.22
2012-04-26 12:26:37.696	1597.43	-80.257	310.22
2012-04-26 12:26:37.896	1597.63	-79.59	310.22
2012-04-26 12:26:38.096	1597.83	-79.447	310.22
2012-04-26 12:26:38.306	1598.04	-79.115	310.22
2012-04-26 12:26:38.486	1598.22	-79.58	310.22
2012-04-26 12:26:38.696	1598.43	-79.492	310.22
2012-04-26 12:26:38.896	1598.63	-80.191	310.22
2012-04-26 12:26:39.096	1598.83	-80.54	310.23
2012-04-26 12:26:39.306	1599.04	-79.969	310.23
2012-04-26 12:26:39.506	1599.24	-79.862	310.22
2012-04-26 12:26:39.706	1599.44	-79.254	310.22
2012-04-26 12:26:39.896	1599.63	-79.914	310.23
2012-04-26 12:26:40.096	1599.83	-79.635	310.23
2012-04-26 12:26:40.306	1600.04	-79.911	310.23
2012-04-26 12:26:40.506	1600.24	-79.719	310.23
2012-04-26 12:26:40.706	1600.44	-78.774	310.23
2012-04-26 12:26:40.916	1600.65	-80.214	310.23
2012-04-26 12:26:41.116	1600.85	-79.529	310.23
2012-04-26 12:26:41.306	1601.04	-80.237	310.24
2012-04-26 12:26:41.526	1601.26	-77.868	310.24
2012-04-26 12:26:41.706	1601.44	-79.77	310.24
2012-04-26 12:26:41.916	1601.65	-80.114	310.24
2012-04-26 12:26:42.116	1601.85	-79.89	310.24
2012-04-26 12:26:42.316	1602.05	-80.368	310.24
2012-04-26 12:26:42.526	1602.26	-80.654	310.24
2012-04-26 12:26:42.726	1602.46	-80.045	310.24
2012-04-26 12:26:42.926	1602.66	-79.18	310.24
2012-04-26 12:26:43.116	1602.85	-79.368	310.24
2012-04-26 12:26:43.316	1603.05	-80.128	310.24
2012-04-26 12:26:43.526	1603.26	-79.63	310.24
2012-04-26 12:26:43.726	1603.46	-79.704	310.24
2012-04-26 12:26:43.926	1603.66	-79.777	310.24
2012-04-26 12:26:44.126	1603.86	-79.246	310.22
2012-04-26 12:26:44.316	1604.05	-79.761	310.22
2012-04-26 12:26:44.526	1604.26	-79.765	310.23
2012-04-26 12:26:44.726	1604.46	-80.082	310.23
2012-04-26 12:26:44.926	1604.66	-81.186	310.23
2012-04-26 12:26:45.126	1604.86	-79.404	310.23
2012-04-26 12:26:45.336	1605.07	-78.833	310.23
2012-04-26 12:26:45.536	1605.27	-79.062	310.23
2012-04-26 12:26:45.726	1605.46	-79.268	310.23
2012-04-26 12:26:45.926	1605.66	-79.639	310.24
2012-04-26 12:26:46.126	1605.86	-79.569	310.24
2012-04-26 12:26:46.336	1606.07	-79.764	310.24
2012-04-26 12:26:46.536	1606.27	-79.851	310.24
2012-04-26 12:26:46.736	1606.47	-79.466	310.24
2012-04-26 12:26:46.926	1606.66	-79.23	310.24
2012-04-26 12:26:47.126	1606.86	-79.531	310.24
2012-04-26 12:26:47.336	1607.07	-80.211	310.24
2012-04-26 12:26:47.536	1607.27	-79.787	310.23
2012-04-26 12:26:47.736	1607.47	-79.631	310.23
2012-04-26 12:26:47.946	1607.68	-79.189	310.23
2012-04-26 12:26:48.146	1607.88	-79.671	310.23
2012-04-26 12:26:48.336	1608.07	-79.775	310.23
2012-04-26 12:26:48.536	1608.27	-79.709	310.23
2012-04-26 12:26:48.736	1608.47	-79.443	310.23
2012-04-26 12:26:48.946	1608.68	-79.608	310.23
2012-04-26 12:26:49.146	1608.88	-78.905	310.23
2012-04-26 12:26:49.346	1609.08	-79.642	310.23
2012-04-26 12:26:49.556	1609.29	-80.012	310.23
2012-04-26 12:26:49.736	1609.47	-79.802	310.23
2012-04-26 12:26:49.946	1609.68	-80.846	310.23
2012-04-26 12:26:50.146	1609.88	-79.343	310.23
2012-04-26 12:26:50.346	1610.08	-79.258	310.23
2012-04-26 12:26:50.556	1610.29	-79.715	310.24
2012-04-26 12:26:50.756	1610.49	-79.03	310.24
2012-04-26 12:26:50.946	1610.68	-79.368	310.24
2012-04-26 12:26:51.146	1610.88	-79.151	310.24
2012-04-26 12:26:51.346	1611.08	-79.609	310.24
2012-04-26 12:26:51.556	1611.29	-79.9	310.24
2012-04-26 12:26:51.756	1611.49	-79.256	310.24
2012-04-26 12:26:51.956	1611.69	-79.032	310.24
2012-04-26 12:26:52.166	1611.9	-78.936	310.24
2012-04-26 12:26:52.346	1612.08	-79.568	310.23
2012-04-26 12:26:52.556	1612.29	-79.529	310.23
2012-04-26 12:26:52.756	1612.49	-79.761	310.23
2012-04-26 12:26:52.956	1612.69	-79.323	310.23
2012-04-26 12:26:53.166	1612.9	-79.379	310.23
2012-04-26 12:26:53.366	1613.1	-79.26	310.23
2012-04-26 12:26:53.566	1613.3	-78.655	310.23
2012-04-26 12:26:53.756	1613.49	-78.301	310.23
2012-04-26 12:26:53.956	1613.69	-78.774	310.24
2012-04-26 12:26:54.166	1613.9	-79.32	310.24
2012-04-26 12:26:54.366	1614.1	-79.222	310.24
2012-04-26 12:26:54.566	1614.3	-79.319	310.24
2012-04-26 12:26:54.776	1614.51	-78.97	310.24
2012-04-26 12:26:54.976	1614.71	-79.207	310.24
2012-04-26 12:26:55.166	1614.9	-78.968	310.23
2012-04-26 12:26:55.366	1615.1	-78.952	310.23
2012-04-26 12:26:55.566	1615.3	-79.513	310.24
2012-04-26 12:26:55.776	1615.51	-79.01	310.24
2012-04-26 12:26:55.976	1615.71	-79.267	310.24
2012-04-26 12:26:56.176	1615.91	-79.119	310.24
2012-04-26 12:26:56.376	1616.11	-79.002	310.24
2012-04-26 12:26:56.566	1616.3	-78.657	310.24
2012-04-26 12:26:56.776	1616.51	-79.152	310.24
2012-04-26 12:26:56.976	1616.71	-79.152	310.24
2012-04-26 12:26:57.176	1616.91	-78.887	310.24
2012-04-26 12:26:57.376	1617.11	-80.176	310.24
2012-04-26 12:26:57.586	1617.32	-79.744	310.24
2012-04-26 12:26:57.776	1617.51	-79.296	310.24
2012-04-26 12:26:57.976	1617.71	-79.712	310.24
2012-04-26 12:26:58.176	1617.91	-77.84	310.23
2012-04-26 12:26:58.376	1618.11	-79.077	310.23
2012-04-26 12:26:58.586	1618.32	-78.933	310.23
2012-04-26 12:26:58.786	1618.52	-80.177	310.23
2012-04-26 12:26:58.986	1618.72	-79.018	310.23
2012-04-26 12:26:59.176	1618.91	-79.147	310.23
2012-04-26 12:26:59.376	1619.11	-79.39	310.23
2012-04-26 12:26:59.586	1619.32	-78.627	310.22
2012-04-26 12:26:59.786	1619.52	-78.69	310.22
2012-04-26 12:26:59.986	1619.72	-80.305	310.22
2012-04-26 12:27:00.196	1619.93	-79.448	310.22
2012-04-26 12:27:00.396	1620.13	-79.021	310.23
2012-04-26 12:27:00.586	1620.32	-79.396	310.23
2012-04-26 12:27:00.786	1620.52	-78.997	310.23
2012-04-26 12:27:00.986	1620.72	-78.796	310.23
2012-04-26 12:27:01.196	1620.93	-79.299	310.23
2012-04-26 12:27:01.396	1621.13	-79.637	310.23
2012-04-26 12:27:01.596	1621.33	-81.211	310.22
2012-04-26 12:27:01.806	1621.54	-80.294	310.22
2012-04-26 12:27:01.986	1621.72	-79.899	310.22
2012-04-26 12:27:02.196	1621.93	-79.974	310.22
2012-04-26 12:27:02.396	1622.13	-80.373	310.22
2012-04-26 12:27:02.596	1622.33	-79.373	310.23
2012-04-26 12:27:02.806	1622.54	-79.905	310.23
2012-04-26 12:27:03.006	1622.74	-80.151	310.22
2012-04-26 12:27:03.196	1622.93	-78.699	310.22
2012-04-26 12:27:03.396	1623.13	-79.664	310.22
2012-04-26 12:27:03.596	1623.33	-78.91	310.22
2012-04-26 12:27:03.806	1623.54	-79.619	310.22
2012-04-26 12:27:04.006	1623.74	-79.54	310.22
2012-04-26 12:27:04.206	1623.94	-79.948	310.23
2012-04-26 12:27:04.416	1624.15	-79.629	310.23
2012-04-26 12:27:04.596	1624.33	-79.066	310.22
2012-04-26 12:27:04.806	1624.54	-79.471	310.22
2012-04-26 12:27:05.006	1624.74	-80.493	310.23
2012-04-26 12:27:05.206	1624.94	-79.411	310.23
2012-04-26 12:27:05.416	1625.15	-78.716	310.23
2012-04-26 12:27:05.616	1625.35	-78.736	310.24
2012-04-26 12:27:05.816	1625.55	-78.696	310.24
2012-04-26 12:27:06.006	1625.74	-79.147	310.24
2012-04-26 12:27:06.206	1625.94	-79.165	310.24
2012-04-26 12:27:06.416	1626.15	-78.967	310.23
2012-04-26 12:27:06.616	1626.35	-80.625	310.23
2012-04-26 12:27:06.816	1626.55	-79.341	310.23
2012-04-26 12:27:07.026	1626.76	-79.026	310.23
2012-04-26 12:27:07.226	1626.96	-79.078	310.23
2012-04-26 12:27:07.416	1627.15	-79.573	310.23
2012-04-26 12:27:07.616	1627.35	-79.535	310.23
2012-04-26 12:27:07.816	1627.55	-78.771	310.23
2012-04-26 12:27:08.026	1627.76	-79.512	310.23
2012-04-26 12:27:08.226	1627.96	-79.053	310.23
2012-04-26 12:27:08.426	1628.16	-79.099	310.23
2012-04-26 12:27:08.616	1628.35	-79.39	310.23
2012-04-26 12:27:08.816	1628.55	-79.185	310.23
2012-04-26 12:27:09.026	1628.76	-80.44	310.22
2012-04-26 12:27:09.226	1628.96	-79.529	310.22
2012-04-26 12:27:09.426	1629.16	-79.911	310.22
2012-04-26 12:27:09.626	1629.36	-79.659	310.22
2012-04-26 12:27:09.836	1629.57	-79.57	310.22
2012-04-26 12:27:10.026	1629.76	-79.44	310.22
2012-04-26 12:27:10.226	1629.96	-79.273	310.22
2012-04-26 12:27:10.426	1630.16	-79.116	310.22
2012-04-26 12:27:10.626	1630.36	-78.957	310.22
2012-04-26 12:27:10.836	1630.57	-79.046	310.22
2012-04-26 12:27:11.036	1630.77	-79.488	310.22
2012-04-26 12:27:11.236	1630.97	-79.325	310.22
2012-04-26 12:27:11.426	1631.16	-79.312	310.22
2012-04-26 12:27:11.626	1631.36	-79.203	310.22
2012-04-26 12:27:11.836	1631.57	-79.397	310.22
2012-04-26 12:27:12.036	1631.77	-78.962	310.22
2012-04-26 12:27:12.236	1631.97	-79.337	310.22
2012-04-26 12:27:12.446	1632.18	-79.529	310.23
2012-04-26 12:27:12.646	1632.38	-79.312	310.23
2012-04-26 12:27:12.836	1632.57	-79.54	310.22
2012-04-26 12:27:13.036	1632.77	-79.362	310.22
2012-04-26 12:27:13.236	1632.97	-78.683	310.22
2012-04-26 12:27:13.446	1633.18	-78.964	310.22
2012-04-26 12:27:13.646	1633.38	-79.395	310.22
2012-04-26 12:27:13.846	1633.58	-79.459	310.22
2012-04-26 12:27:14.056	1633.79	-80.286	310.22
2012-04-26 12:27:14.236	1633.97	-79.692	310.22
2012-04-26 12:27:14.446	1634.18	-79.551	310.23
2012-04-26 12:27:14.646	1634.38	-79.164	310.23
2012-04-26 12:27:14.846	1634.58	-77.988	310.23
2012-04-26 12:27:15.056	1634.79	-79.449	310.23
2012-04-26 12:27:15.256	1634.99	-79.204	310.23
2012-04-26 12:27:15.446	1635.18	-79.237	310.23
2012-04-26 12:27:15.646	1635.38	-78.43	310.23
2012-04-26 12:27:15.846	1635.58	-78.8	310.23
2012-04-26 12:27:16.056	1635.79	-79.026	310.22
2012-04-26 12:27:16.256	1635.99	-78.289	310.22
2012-04-26 12:27:16.456	1636.19	-78.776	310.22
2012-04-26 12:27:16.666	1636.4	-80.245	310.22
2012-04-26 12:27:16.846	1636.58	-79.621	310.22
2012-04-26 12:27:17.056	1636.79	-78.994	310.22
2012-04-26 12:27:17.256	1636.99	-79.189	310.22
2012-04-26 12:27:17.456	1637.19	-78.968	310.22
2012-04-26 12:27:17.666	1637.4	-78.603	310.22
2012-04-26 12:27:17.866	1637.6	-79.095	310.22
2012-04-26 12:27:18.066	1637.8	-78.951	310.22
2012-04-26 12:27:18.256	1637.99	-79.356	310.22
2012-04-26 12:27:18.456	1638.19	-79.184	310.22
2012-04-26 12:27:18.666	1638.4	-79.254	310.22
2012-04-26 12:27:18.866	1638.6	-78.948	310.22
2012-04-26 12:27:19.066	1638.8	-80.146	310.22
2012-04-26 12:27:19.276	1639.01	-79.12	310.22
2012-04-26 12:27:19.476	1639.21	-79.46	310.22
2012-04-26 12:27:19.666	1639.4	-79.23	310.23
2012-04-26 12:27:19.866	1639.6	-77.821	310.23
2012-04-26 12:27:20.066	1639.8	-79.677	310.24
2012-04-26 12:27:20.276	1640.01	-78.742	310.24
2012-04-26 12:27:20.476	1640.21	-79.662	310.24
2012-04-26 12:27:20.676	1640.41	-78.503	310.24
2012-04-26 12:27:20.866	1640.6	-79.295	310.24
2012-04-26 12:27:21.066	1640.8	-79.392	310.24
2012-04-26 12:27:21.276	1641.01	-79.494	310.24
2012-04-26 12:27:21.476	1641.21	-79.797	310.24
2012-04-26 12:27:21.676	1641.41	-80.43	310.24
2012-04-26 12:27:21.876	1641.61	-79.281	310.24
